PC1,PC2,PC3,PC4,label
0.3619676686758683,-0.2591150797469141,0.08675473252493991,0.6684420362431442,0
-1.2206100064832348,0.7763639988307945,0.638228682861019,-1.2520278687838995,0
-1.8315717957449258,0.3741758318014003,0.03567150770981287,0.5130890053442565,0
-1.0700763841354317,0.21102056316297332,0.12147196954513013,0.5552995165140596,0
-2.133035734747978,0.6353014003664111,0.25821931849708857,-0.9476640451369189,0
-1.2152064775548719,0.12346356500897387,-0.05381485719845436,0.5364374021394722,0
2.0692225106487445,-0.6830861213031266,0.05476028398648781,-0.9418092208517365,1
1.666534732435179,-0.5274683553474971,-0.07658852397532305,-0.16082559617830613,1
-0.1308433540645511,-0.20312086028298165,-0.21971261342248258,1.0298828519191618,0
-1.835616264605962,0.37111867046239744,0.027263875691688314,0.5104662461937969,0
1.7561472423539017,-0.5465009297700132,0.18896269986772976,-1.124334352541286,1
1.2969862499369569,-0.3773949205833993,0.07821125982754588,-0.34934738373718965,1
2.29609151273608,-0.4252603941420043,0.14331114655868957,-0.9123408453428233,1
0.3619621131086795,-0.2591206482508224,0.08674241396296861,0.6684368970112118,0
-0.8340623082780472,0.6129702505260718,0.49437703973369246,-1.082415380948452,0
-0.6830520751409468,0.14695816260445346,0.25489368030543397,0.8421279942837366,0
-1.935133473491508,-0.19253684589093112,-1.3585935420048765,-0.03619029813700226,0
-1.0056312619842211,0.2126688455800504,0.14729836220935072,0.6148839475054233,0
1.9703228862621218,-0.6499812130043185,0.008317205043021553,-0.6163984015814155,1
3.4717096377042855,-1.3211666425698854,-0.4854308899497316,1.9318640890837329,1
0.42091380806506545,0.10627616158318369,0.3912906353793978,0.10260252200946758,0
-2.528307676031875,0.2340516131549629,-0.7688707798061867,-0.6160697093385714,0
1.6542914829296886,-0.5132501435683712,0.1332442968474402,-0.7549941532308131,1
-1.9718829446465094,0.4612644309078975,0.10534672936975996,0.38863262701910356,0
1.7790043966850593,-0.5699187460182472,-0.06595167338042805,-0.3491283826630799,1
-0.052884151379373995,0.3225690019114782,0.5311978101815282,-0.4029634569650292,0
-1.012925056450633,0.19653971993011224,0.15376092065056396,0.6143251081060204,0
-1.1514806686193313,0.1442507129640588,-0.0459672475329757,0.5249431237067554,0
-1.009250414303006,0.20066562062071475,0.15777279134914093,0.6158240923492494,0
-1.7104247450892716,0.49024569603523954,0.2382418945607016,-0.13022157726655506,0
-1.6709723240284087,0.41637259347072864,-0.041627072401585946,-0.3113773949291094,0
-2.1988587884420916,0.6899071024955584,0.26400683119456336,-0.5374996840747462,0
1.7533926653853962,-0.561758138688103,-0.08186445502143865,-0.24800029070161514,1
-1.088336174008651,0.14481825600125317,-3.487661109533597e-05,0.5713490859084002,0
-1.0868255361430954,0.18448942351413863,0.07680554443935836,0.5614003047439304,0
1.032201376032106,-0.23687310486646204,0.27771462936837477,-1.4868114336256268,1
0.27363010293792817,-0.17440566641083705,0.2568133304953296,0.15133557569538172,0
0.5489061243277132,-0.2943163187081165,0.14639325572540335,0.27186003754392135,0
1.751635286227412,-0.5611236876000928,-0.08179945717644359,-0.2462506692091594,1
1.8455054633951342,-0.5365658090891875,0.5567995371264126,-3.1092352019443443,1
-1.0868255361430954,0.18448942351413863,0.07680554443935836,0.5614003047439304,0
-0.1822971590230119,-0.06364843435764575,-0.06370775897869112,0.6710230531812471,0
0.19798718723660963,0.2129763597549603,0.6138022258684461,-0.3847014495367554,0
-0.1860387290859709,-0.0701897470756016,0.47025211426386376,-2.702654375030298,0
1.6701012904717158,-0.5250356884367698,0.05121494441966515,-0.7047023327768694,1
0.5732490387668965,-0.1765436546010329,-0.04568180488901606,-0.051771534426470575,1
1.1900584434896955,-0.30675421808075654,0.3289253868214749,-1.2921763826158688,1
0.27374378973981345,-0.17432775915249113,0.25704514984109694,0.15140029060675453,0
-2.133304261861482,0.6351173841846063,0.2576717634709919,-0.9478169011242733,0
-2.5921103076898704,0.7233488116995509,0.18420938393006175,-0.2903397477308739,0
0.3711106595015809,-0.21738918724077969,0.21657754145966282,0.19395455443242035,0
1.6679191848235122,-0.5248852901775354,0.0022681725817451227,-0.5751500916489134,1
1.4486310798400261,-0.771830214263413,-0.0508192420293692,-0.9454565489703528,1
1.7538013303358961,-0.5619286728653667,-0.08197568214615758,-0.24803596044168127,1
1.0817421749358418,-0.27343006606641335,0.25928681938560055,-0.8577238467383101,1
3.7217574302423544,-1.4368143507145021,-0.5880962155268556,2.032912202944468,1
-2.6380852376347783,-0.06886285450022013,-1.423096103426803,-1.1279706189363874,0
1.5303323826866801,-0.47791804665315385,-0.013807226648876195,-0.24651306324008077,1
-2.157391017313571,0.6186112194530676,0.2085563358403062,-0.9615280111079265,0
1.6542869453556648,-0.5131448105822228,0.13329600599668495,-0.7548750321152408,1
0.7271885063789001,-0.2096390489438629,-0.03494118115632577,0.019528632268715304,1
-1.8315712247418257,0.3741549925092161,0.03566073711447289,0.5130655034738077,0
-1.1185894937668557,0.16819628491078575,0.01813316482862637,0.5431892233664665,0
-0.48752156894464405,-0.0736161505840482,-0.17584838564392336,0.08602033554742688,0
