pc1,pc2,pc3,pc4,pc5
4.571690266961566,-1.812663368356014,1.9886348171679569,-0.6019647100900045,-0.20743496796193953
1.6594615409817284,-0.5724654865120677,-0.7290524066414507,-0.0764515126758218,-0.3352153559894835
1.7357457562766618,-0.5942186466451669,-0.20763992647769863,-0.265970168721393,-0.35476207213809013
-1.8095531838060637,0.2816167590428314,-0.9182267345401501,-0.3092769121974871,-0.2655233224739725
-0.09815859717273227,0.15292170157838825,-0.6740734412028822,-0.015775452356086024,0.31555473977865794
1.6216309428654256,-0.5454464833303767,-0.5719552938526334,-0.1608978640774709,-0.37516037589730383
1.5803286385125979,-0.5392241916027517,-0.7730912102970523,-0.037235664387676656,-0.34183648164714375
0.1942088774738293,-0.23963627357362535,-1.5708459953825535,0.48064738385396244,0.5230427647707687
2.57359446574515,-0.9870833840163261,2.1385560455271304,-0.06991598039994351,0.0076009923126979856
2.1851004854601195,-0.7796601308559811,-1.2159562453853847,-0.13313506131720046,-0.256744354435216
1.4267052060783987,-0.4817485612687279,-0.3526200195851311,-0.17799963591601928,0.04464626684785614
1.0687324067824382,-0.3338413881482987,-0.40631583128429855,-0.038528801476963,0.008147034562266179
1.8579333141103112,-0.9676938333985128,-0.9291234948640302,-0.11746194738190903,0.26405800672795415
0.8122170118689597,-0.5174849239428964,-0.10623054794429407,-0.2578239108191188,0.1834693639158138
3.6853785520586655,-1.4434660216118151,2.1069163719021895,-0.364784221820534,-0.29424108068190125
0.9852849501435782,-0.2913090922076926,0.16926073595482719,-0.18674713291156472,-0.030559341147596012
3.7925747917436365,-1.4966848267336044,1.543856375590338,-0.22918461522057162,-0.252284799160117
1.7448586322682214,-0.6038866855244401,-0.8255353744334972,-0.1654797685450751,0.09976265977843134
1.4729552778277777,-0.5027838600231034,-0.18049981339449445,-0.23787199569567244,0.04037789220854974
1.634595740914349,-0.561962761982283,-0.7428326161205584,-0.06406616394646471,-0.337405489092874
0.7380524323063548,-0.19533101816908882,-0.5907473451971965,0.12491073133696332,-0.018761838399072736
2.298684865103471,-0.840562338455413,-0.37288130299674915,-0.3927970401652364,-0.2825681346710489
3.7551616212141563,-1.472773339042455,2.1457599082440892,-0.3993659855024772,-0.2884226105798419
5.968078214262419,0.2517886421835818,-3.584575665400797,2.4764951610968113,-1.405655240000767
0.9366646147111154,-0.26653791923178133,-1.186687747600957,0.21108158895824644,0.029346099442706004
0.6469535368820994,-0.22584956349107185,0.04222945345725277,-0.31153136913686563,-0.29326209677124576
2.0852300995609494,-0.7390068395069586,-1.1757937831682874,-0.10814393048855957,-0.2699714857829687
2.6322169833994735,-1.0115798857896032,2.1713093875245777,-0.09882034674984458,0.012267601848888634
0.9075091289408248,-0.2542699012797034,-0.13231534857497645,-0.08083129303773776,-0.025345707288808954
2.511368196522113,-0.8746715478271454,-3.497721458006747,0.3480213662670859,-0.11863730146536422
1.9811074914087319,-0.7047565317339373,-0.7030212210233819,-0.1956502804623441,-0.30181354286428924
4.4838108748506285,-1.786600385838541,1.92900434486777,-0.5712741848324936,-0.1953448395913739
2.087116187813074,-0.7460824411962171,-0.8193124508990772,-0.2021461901795491,-0.28543549508558697
3.502121033506491,-1.3670426996424128,2.0043750585610685,-0.2746101683159359,-0.3085528811424801
0.991934237810274,-0.2670820617463494,-1.5278242022392823,0.11708982321506714,0.015115589967725357
2.3159490392415387,-0.7828859425936375,-3.0918243489959107,0.2968808502718536,-0.15913420961579283
3.1472348686122102,-1.218263507252093,1.8065721129759784,-0.09905710455202539,-0.33766910640988895
2.168220867627451,-0.785818474968358,-0.4455490888224277,-0.32820213384087343,-0.2933612609750597
2.6849419000304575,-1.0285693306949042,2.205749682950437,-0.11883763293791093,0.007435305832789331
3.62119492479873,-1.4170096216200845,2.070696417977041,-0.3335694455069769,-0.29869880016288247
2.1475010808179245,-0.7694839981506183,-0.8994607064766318,-0.1893581481589915,-0.2719327074502517
0.7486846243212317,-0.19967444770126272,-0.5847075923849255,0.11978175830197112,-0.018099310097017842
0.7380514050825584,-0.19536817699015774,-0.5907830175004417,0.12485852110900923,-0.018704961296655533
5.982492385369978,0.24750620565462547,-3.6436977163772957,2.4877433076015687,-1.4025316427906447
0.8561091973596922,-0.243109028395376,-0.34170016140263587,-0.1053901603000335,-0.10208447581024484
0.8232945905890311,-0.22350417002164805,-0.9895858755163387,0.1991523175596393,0.008411828624969897
1.094517474914765,-0.678661569421305,1.9091485265752952,0.15988332576395212,-0.009195871516197544
1.3567200809522666,-0.6843816876805454,-2.352446915065713,0.11065825274346831,0.33954440692518695
0.8293253404750147,-0.22607323976486882,-0.9862647208419995,0.1961202957291287,0.008979160304319934
1.4098928007481784,-0.47694344788596593,-0.2162385522721571,-0.20738703062537286,0.03627082379626595
2.467042874093186,-0.9422696618526523,2.079309616848953,-0.017036707822536207,-0.0013985745482046922
1.469981478472653,-0.501593813084503,-0.18221267876437197,-0.23647060450580853,0.040232211710012886
2.0804439772506123,-0.7443886303927043,-0.7536812223818868,-0.20382345334668242,-0.28585296706426083
2.1490150358138553,-0.772674860813655,-0.8450268113288899,-0.20268736159210116,-0.2754188705227183
1.2245522822104704,-0.6679186145627307,-0.2286007714384865,-0.3123947912879485,-0.192503923806049
0.44112940503389,-0.07976609911979265,-0.10528670676362818,0.014070402786630926,0.34758443610896
0.8749279527021459,-0.24198287929637174,-1.1392081460064287,0.2203503650725238,0.02047452627850728
3.9835247804758263,-1.5690271977296197,2.272532137276173,-0.5129452522747211,-0.2687621579254978
1.7528387020325706,-0.6094686749430369,-0.7994558159765534,-0.09060307299217751,-0.3221261541875839
3.260957814141071,-1.2654573352422602,1.870434339666104,-0.15474070391406972,-0.32920211240989583
1.7740288362154033,-0.5976333627266924,-1.9159989686065804,0.10834231476101597,0.15265651618702594
1.0939103256759974,-0.6784552093042717,1.9087577244612366,0.16014572746523742,-0.00913505734827094
1.56636560763675,-0.5417231592624357,-0.12821676546221641,-0.2838190024180545,0.04764357166741123
1.7337828354881835,-0.5935060293719799,-0.20553386844919228,-0.26591331702248744,-0.3549714368067781
1.7343620958137373,-0.5937080743416991,-0.20469796744547178,-0.2662633987503709,-0.3550320885532054
2.5950318575721454,-1.0037752505989699,1.5282637791620814,0.10878773383375506,0.0414938546686369
0.9282101743115065,-0.23985357678169905,-1.593089688183174,0.15638405250192716,0.011216397275290124
2.0857557424248734,-0.7467081240767122,-0.7557790737817082,-0.2183920325810469,-0.28827072575763024
1.4556637900486498,-0.5386644980134915,-0.16787625258773112,-0.33736691927537515,-0.52107149641887
1.2686053084202533,-0.41787379852946205,-0.29514892839341333,-0.1376863616570059,0.024972354862197055
0.7380522254447897,-0.19536882280017925,-0.5907837458881212,0.12486130480944163,-0.018699848198102935
1.8115702855821443,-0.6340458366899503,-0.7599364558064914,-0.10819159291306286,-0.3145006186114265
1.679594334538075,-0.5710192170430342,-0.22036476169860858,-0.24307416608886795,-0.3601630582075176
-0.5764977823585699,-0.059002888442827923,0.4184283033239188,-0.031032860384518596,0.16552549832391064
0.9370655617376844,-0.2627078840405732,-1.4321163468993714,0.2747166011014476,0.040767354534727296
-1.2360444637481958,-0.13514346492009272,0.23108316543471888,-1.5637292792419706,-1.5975593180632135
2.1243893315055615,-0.7137749759304576,-3.709254163115292,0.43667669773582046,-0.17442302111742827
1.3373112832579361,-0.44424614848414923,-0.4028928568190426,-0.13363622541193057,0.037301232554950894
3.4922350666734405,-1.36175673076895,1.9999927439307215,-0.2683666692723841,-0.3114082884799878
1.6427001332462055,-0.5654196462440169,-0.7383740249421915,-0.06814550746469865,-0.33663447003780717
3.7402088646058935,-1.47472698909633,1.5146733314978529,-0.20327441021553916,-0.2565879262473125
1.6199417595920227,-0.5553352653691561,-0.7807781147974506,-0.049075343044092834,-0.3372199117665672
2.1107237942447474,-0.707202463795724,-3.7757609593088963,0.43796033677288954,-0.1779874953775735
2.1731567540827696,-0.7878225683454293,-0.4427326643812134,-0.3305701399441231,-0.2930776384942195
0.8926200333401155,-0.5775518126628606,0.3806627691464472,-0.22811924378113177,0.07586410968748117
1.5525177243201569,-0.5176362334345063,-0.2979408335851515,-0.17846102751023873,-0.37027385922989414
3.553276580996332,-1.388560372717528,2.0328168414788212,-0.30000068195027363,-0.3042277197949051
0.9006579582684242,-0.4996272478814066,-2.548583067623792,0.39528344513003266,0.5884626256572394
1.6216327544866023,-0.545416224297546,-0.57192637143746,-0.16085105440436456,-0.37520189351246447
1.2993030304586317,-0.40605640767276907,-0.753752150866567,0.028986687571021318,-0.37699466718462626
2.037626850940657,-0.7241482477486615,-0.9158063511423348,-0.15966578240973608,-0.28641269022081073
0.7332990913674986,-0.19371025098472686,-0.5710730403670382,0.1214486422060485,-0.020172285385964547
1.0176847138498628,-0.678178053452744,0.5777219526854134,0.6200022851672108,0.3577564079803994
3.2395666493912096,-1.2556594330431168,1.8593316172802548,-0.14317472820065036,-0.33244336143590564
2.0852300995609494,-0.7390068395069586,-1.1757937831682874,-0.10814393048855957,-0.2699714857829687
1.0961926152674577,-0.3458825033125429,-0.3688412503621556,-0.05811419764016299,0.009658091508733795
1.7712102179749094,-0.6019506376353716,-0.6098267155208366,-0.17348701726007848,-0.33275161500942824
0.33421060317418416,-0.30892097235382454,0.2292423238935117,-0.20519964637693336,0.11283214121651301
3.6766152960218075,-1.4480133175809287,1.479281009867694,-0.17175384290340767,-0.26190173590574134
5.262135692003538,0.5495237964652824,-6.262526987342619,1.7947794676451987,-1.9300449530424575
0.7380514894418871,-0.19536578841941465,-0.5907807268538099,0.12486195789854186,-0.018708527166601374
