PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,label
-0.6266619314802988,0.09412338953711198,-0.44526907517089537,-0.44184806362406615,0.23791887038518894,0.19046651861012032,0.1345847610068175,-0.21068158129608022,-0.22561055706180844,0.008198001423635347,-0.07628731935936477,-0.09240968291651278,-0.11608852983896371,0.047898402659273254,0.1375560871068096,0.11503653251748076,0.26435390559976835,0.048775445709623486,-0.006701869774820414,-0.07943348420552714,-0.17583475129431808,-0.13905966775285883,0.0608819448591412,0.08912856296002858,-0.2481800781580081,-0.11952830298659596,-0.018395217663351476,0.04799374910329996,0.0005134798797796573,-0.09020763832073239,-0.08105470300185841,-0.11165528094307384,0.10340503630081059,0.004888875520769282,-0.04591496819020483,0.01711817199842907,0.009873280358850265,-0.020767286700527708,-0.023719935149395712,0.0014889227398349443,-0.047472331455867565,-0.010700330230265544,0.01522095243705147,1
-0.626204202504332,0.09485376168497762,-0.45147132391702827,-0.44808970006610754,0.22566863704358875,0.18308558503173666,0.14503970515327153,-0.21366400256129478,-0.24412793898075977,0.012473871287368717,-0.13499071266994175,-0.15704464860652687,-0.04736575174066511,0.17700946000651996,0.02521769994009155,0.0031538879675713843,0.2118721842146664,0.016402037595534377,-0.02629749420582846,-0.08372828164615784,-0.17989197212923444,-0.13229414368662099,0.05025598053854661,0.06004485908731599,-0.1875918544198169,0.052288471407361106,0.02333946730296545,-0.06786052725698372,-0.08228597869694829,-0.166075244923482,-0.10559272734707473,-0.1027738111781216,0.10490652617883343,-0.010171231473156489,-0.02743658830873909,-0.011967144004211507,0.00064631367759273,-0.006946027365741372,-0.021594387237489705,0.009048230757483905,-0.04705778939397102,-0.005884817176048634,0.01745058585038239,1
-0.4856611482965933,-0.007333489889054254,-0.2925125381782168,-0.2791834673755428,0.062932417523655,-0.00368356866524868,0.23660309001456722,-0.19066110088762925,-0.27178777856467734,-0.06124083294936174,-0.12198648986181232,0.03463321699029896,-0.07951475505214473,-0.05384390258922847,0.08771216270317422,0.13831135767726502,0.07674476913346712,0.04623034340165157,0.005965409736506277,-0.1104409723257079,-0.14634945941643757,-0.1877310092167627,0.06296804196365655,-0.1275982831722903,-0.22623657256654403,-0.06268611692769616,0.12321404377166671,0.09164520530198549,-0.006646458150027625,-0.0154546309544585,-0.22246501995257614,0.08344860952760369,0.2727500785340729,0.09730143252850906,0.06474423394078603,-0.15111650468530993,-0.11519070367307142,-0.07317461683858831,-0.0036164820082163155,0.0708785437202096,-0.0693806465770334,-0.018796173850426156,0.003630201744128366,1
-0.48814696586348216,0.14838011500947837,-0.3973208868333508,-0.25305938889039664,0.2620752180752587,0.08254714975910156,0.14516902859386938,-0.2214595142960021,-0.13740002301622697,0.0743905207993007,-0.13568327661647028,-0.13834272413022267,-0.031776028598819686,-0.019792135189505383,0.1117772179104803,0.07017023310138266,0.13503224039565473,0.029048781087809318,-0.0444894239081896,-0.0961719269059029,-0.15316237970473912,-0.1147723872868506,0.049680532608855084,0.023625460304775192,-0.19757537307630652,-0.1159584556226501,0.11165451985099295,-0.09482943383591518,-0.01741834782247394,-0.08571238492841415,-0.22921755468774646,-0.09793831594381221,0.17791340394985333,-0.09445260795056669,-0.053928817527734506,0.01091239112045731,0.015219886414011263,-0.0931395819497219,0.007148486160425006,0.13990135054988154,-0.0829570531888245,0.002556153144733669,0.05159422067877883,1
-0.5403973967451399,0.04355367224180252,-0.2670085489645455,0.20583239853917346,-0.23886321932312934,0.12987134639952486,0.1785672368970829,-0.44950182809719935,0.3226467898584946,0.8417435166232885,0.49782898491672456,0.49632827811735203,-0.6929543530908854,-1.1366969409618723,-0.3420094235268646,-1.1568785478981738,0.17770111945735556,0.5945139491792988,-0.03625468768612808,0.11157079531200681,-0.3605709525159501,0.33839797968518587,0.1157264579897868,0.23098926185646584,0.32123596419565364,-0.1834175744423542,-1.0715513137259243,-0.37023651492774184,-0.1568061116961351,0.858040246770108,0.4618159353764144,-0.4844588733261573,-0.8194066229009174,1.1563338527389733,-0.4625786145263379,0.6328405613746765,0.03198123645504688,-0.24198120842587625,-0.011056868837532758,-0.17350798743420856,-0.2421932327517466,-0.030070695262370533,-0.0006748371440965345,1
-0.30571842094661006,0.027000682081124716,-0.1686711256044932,0.42525060657059893,-0.4577664355067409,0.08808981738073561,0.2702568103291445,-0.22544405651662375,0.4882008526098984,0.8532830295677705,0.40533899586506583,0.29802156808441144,-0.6642375478426393,-1.3459777115164107,-0.3691197593335993,-1.0599478929618589,-0.07293765787110629,0.4877213302255627,-0.16380022255357324,0.1126351151575084,-0.22981965499032028,0.4961943258694992,0.04201186660608842,0.21601761395027722,0.10026952639231183,-0.21619295082463913,-0.9409035483292492,-0.5035594562036044,-0.07300990319587924,0.5350927133112241,0.23342607794062417,-0.3865993962893616,-0.5066382705450494,0.9143247320806945,-0.4480588415236983,0.5378700017357807,0.20850077847181617,-0.33738949051969175,0.2484913159225954,0.01880027105806658,-0.15209487313079575,0.04435668098974783,0.0450159990285404,0
-0.5117271349485918,0.06111111462289282,-0.4084629553031378,-0.23277790264173442,0.08717698430592921,0.09067915356400556,0.16994489541988886,-0.1848254517493331,-0.2575083160781062,0.03954412704304537,0.03135630029375201,-0.08901572862632844,-0.04240350945794581,-0.2563512435982681,0.030395769571760108,0.0019157780876706454,0.08077273000381671,0.10122638136139508,0.0142928297595205,-0.0693692764579974,-0.1787486152200771,-0.06563132903404087,0.07612731205658578,-0.11264682344838668,-0.26360210183965554,0.03437305649342017,0.07075707880119611,0.19829314867187162,-0.013097507676638517,0.02493467441233243,0.025546715977923448,-0.08785538972964306,0.15400048591118973,0.22285009925558272,-0.0536212082197399,0.22276604113141216,-0.1452793752916602,-0.08650154823632987,-0.0633427260866208,-0.18547871708870187,-0.07717723063946592,0.02996823400613677,0.021972851014995624,1
0.39922908908788673,-0.8628987647572195,0.336626058716466,2.0511295247758707,-3.8982821037012765,1.3119747054713682,-0.47216470569436697,-6.4619323616429805,13.720312065512479,-8.060561878508768,4.766338889600014,-0.9297095825580948,1.1369461155725156,4.210147758802067,1.8668448321114168,-1.5637277808564112,1.0651926787605945,-0.331825520878702,0.8215851159467437,-0.7728369373896314,0.20709203459052525,-1.4212824228565237,0.18363520568561584,0.8274089532534669,-0.6713454720075526,1.5477965107809937,0.0666682178356693,1.9791743826125554,0.09430124325575685,-1.0181229397279283,2.498763495700255,-0.7214295207193632,0.6351801375450332,0.8321758904241753,0.24199955591481193,0.4884029054311774,-0.9252288614686809,-1.3687691945660445,0.189546468786125,1.1371358830594875,0.21078103131960998,-0.1289822960005537,-0.07188758581912277,0
-0.11039376592243552,-0.4643725138148469,1.045292171156985,0.088333078376189,0.5609550448323375,-0.23534899704315962,0.3997396846458274,-0.2610842601603511,-0.1276994342250823,-0.08802936476659098,-0.35847812458505046,0.08633864851592907,-0.46798602373166326,-0.3191608923903957,0.015677425468382827,-0.24425504594729747,-0.18543889382894346,-0.01758120155830668,0.13403216959243722,0.10760502652652089,-0.24311395303308378,-0.4203126998629581,-0.06354676540556378,0.3357411818117083,1.3203131087285895,0.31143008057013066,-0.8656878353049561,1.2536771244329883,-0.057551535313217085,-0.38501240737302905,-0.482602643356352,0.41228957602991706,-0.41591085285981544,0.09472647624521137,0.37635625185808025,-0.2819717863929487,-0.3452218481499341,1.0178662584229308,0.12169418113122026,0.7116969729200311,0.1423299811924165,-0.03462075870827699,0.030195115963249843,0
-0.6184967187050296,0.0910912567533174,-0.4462107437720998,-0.43470492229691887,0.21859137715251012,0.19182425717690063,0.13466486815956627,-0.20273139112318905,-0.23850724768201326,0.002890568132797034,-0.052392110396342895,-0.12617359069526224,-0.11582515570019747,0.046430690049681145,0.13366126216169105,0.1069189191871336,0.23846031116481456,0.045652859293153394,-0.011613062725506655,-0.07928259178591603,-0.16810583068607318,-0.1311924237658028,0.05614507844251642,0.09136663973485469,-0.24765753492128426,-0.11485178495050878,-0.0042082101679605174,0.03729592244841448,-0.030252864211770227,-0.09562173677171554,-0.1199425349313922,-0.09878705562513442,0.1477574884195512,-0.017615365224119616,-0.04087114058796071,0.026706063584199507,-0.008433088314915413,-0.02642269334722966,-0.02346062509123117,0.007973032584606929,-0.03503782468730276,-0.010821514119200617,0.009726438029536735,1
