SizeOfStackReserve,MajorOperatingSystemVersion,MinorImageVersion,TimeDateStamp,MajorImageVersion,SectionMeanChar,Subsystem,MinorOperatingSystemVersion,MajorSubsystemVersion,MinorSubsystemVersion,CheckSum,SectionMinEntropy,MajorLinkerVersion,ImageBase,SectionMaxChar
0.09950716053123265,0.15387006928269528,-0.433824979403302,-0.02941474225204792,-0.027669194147737938,-0.05041358626548245,-0.04859143911237435,1.6637969363108092,0.6772217246925072,-0.0899012013463967,1.9144488294526234,-0.7019034566240009,3.441553247542211,-1.4352229797379068,-3.225604850600039
0.09949318805630784,0.15387006928269528,-0.4011993313487779,-0.02941474225204792,-0.027669194147737938,-0.05041358626548245,-0.04859143911237435,1.6637969363108092,0.6772217246925072,-0.1380244644119706,1.9144488294526234,-0.7019034566240009,-0.5409740306846977,-0.4784872022242628,0.10514957120417683
0.0995066613644611,0.15387006928269528,-0.19151157249834685,-0.02941474225204792,-0.027669194147737938,-0.05041358626548245,-0.04859143911237435,0.3974377683396336,0.6772217246925072,-0.13749237309569767,1.9144488294526234,-0.7019034566240009,0.9440330320531605,-0.4784872022242628,0.10514957120417683
-0.482184164576618,-0.61315961379078,0.25131362974170446,-0.030689972445856577,-0.028545029549223763,-0.05325296344350321,-0.049191253870771806,-0.8689213996315419,-0.47403753909470303,-0.1380594448031687,1.9144488294526234,1.5418154253814935,-0.8250160907258031,2.0924941973996223,0.9378382759194478
0.09948174077799209,0.15387006928269528,-0.44453027017119273,-0.02941474225204792,-0.027669194147737938,-0.05041358626548245,-0.04859143911237435,1.6637969363108092,0.6772217246925072,-0.137002242170745,-2.9253372317358513,-0.7019034566240009,0.8604666911677621,-0.05720848417144923,0.9898811648638131
0.05473181303443816,0.15387006928269528,0.25131362974170446,-0.02941474225204792,-0.027669194147737938,-0.05041358626548245,-0.04859143911237435,0.3974377683396336,0.6772217246925072,-0.13796137877240883,1.9144488294526234,-0.7019034566240009,0.44236847142691826,-0.4784872022242628,0.10514957120417683
0.09947918621863176,0.15387006928269528,-0.4011993313487779,-0.02941474225204792,-0.027669194147737938,-0.05041358626548245,-0.04859143911237435,1.6637969363108092,0.6772217246925072,-0.13782102030225077,1.9144488294526234,-0.7019034566240009,-0.7705690738916364,-0.4784872022242628,0.10514957120417683
0.08507684900462079,0.044294400272198824,3.740388793822661,-0.030689972445856577,-0.028545029549223763,-0.05382083887910735,-0.049191253870771806,-0.8689213996315419,-0.47403753909470303,-0.13763930611779854,-0.505444201141614,0.25969034994978235,0.4705204126098368,-0.6698343577269916,0.10514957120417683
0.09950739543324279,0.15387006928269528,-0.433824979403302,-0.02941474225204792,-0.027669194147737938,-0.05041358626548245,-0.04859143911237435,0.3974377683396336,0.6772217246925072,-0.13799788658476536,-0.505444201141614,-0.7019034566240009,1.547101907138517,-1.4352229797379068,-3.225604850600039
0.09950653971877726,0.15387006928269528,0.7388291728064424,-0.02941474225204792,-0.027669194147737938,-0.05041358626548245,-0.04859143911237435,1.6637969363108092,0.6772217246925072,-0.13764957514151357,1.9144488294526234,-0.7019034566240009,0.5022598419093227,-0.4784872022242628,0.10514957120417683
0.09950671589528487,0.15387006928269528,-0.1884529179932352,-0.02941474225204792,-0.027669194147737938,-0.05041358626548245,-0.04859143911237435,1.6637969363108092,0.6772217246925072,-0.1377827089445447,-0.505444201141614,-0.7019034566240009,1.2451581173661208,-0.4784872022242628,0.10514957120417683
0.0994874161783443,0.15387006928269528,-0.4011993313487779,-0.02941474225204792,-0.027669194147737938,-0.05041358626548245,-0.04859143911237435,1.6637969363108092,0.6772217246925072,-0.13687058685547135,-0.505444201141614,-0.7019034566240009,0.2964547793642768,-0.4784872022242628,0.10514957120417683
0.09950652294006225,0.044294400272198824,1.3869240773895413,-0.030689972445856577,-0.028545029549223763,-0.05382083887910735,-0.049191253870771806,1.6637969363108092,-0.47403753909470303,-0.129700725137598,1.9144488294526234,0.25969034994978235,1.0313782005156158,-0.6698343577269916,0.10514957120417683
0.09950718150462641,0.15387006928269528,-0.2203988650466234,-0.02941474225204792,-0.027669194147737938,-0.05041358626548245,-0.04859143911237435,1.6637969363108092,-0.47403753909470303,-0.137650679638278,-0.505444201141614,-0.7019034566240009,0.6095922670253974,-0.4784872022242628,0.10514957120417683
0.09950774778625801,0.15387006928269528,-0.433824979403302,-0.02941474225204792,-0.027669194147737938,-0.05041358626548245,-0.04859143911237435,0.3974377683396336,0.6772217246925072,-0.13549504798312467,1.9144488294526234,-0.7019034566240009,2.221563902515546,-1.4352229797379068,-3.225604850600039
0.0994800587118123,0.15387006928269528,-0.4011993313487779,-0.02941474225204792,-0.027669194147737938,-0.05041358626548245,-0.04859143911237435,0.3974377683396336,0.6772217246925072,-0.13761164826052932,-0.505444201141614,-0.7019034566240009,1.4066284797752049,-0.4784872022242628,0.10514957120417683
