1,15,17,456,26,7,1.1,1.2,3,8,18,676,14,12,15.1,2294,7.1,8.1,111,11,13,11.1,1.3,2,1.4,1.5,11.2,1.6,1.7,51,2.1,70,6,1.8,9,16,7.2,1.9,5,1.10,2.2,22,1.11,3.1,3.2,9.1,11.3,11.4,2.3,38,2.4,8.2,57,5.1,108,1.12,2.5,9.2,6.1,5.2,16.1,6.2,1.13,8.3,3.3,8.4,37,1.14,9.3,283,1.15,1.16,1.17,1.18,1.19,4,41,3.4,1.20,13.1,1.21,236,1.22,1.23,1.24,1.25,1.26,4.1,2.6,2.7,3.5,3.6,123,3.7,146,2.8,6.3,1.27,3.8,34
5,12,1,12,16,1,4,13,6,1,156,11,1,1,2,705,44,2,11,5,50914,2458,1,4915,4,1,3,4,1,1,737,5,437,1,3951,1,12,357,2457,35,1,1,6,1,2,2,3,6,19,8,1,2,1,29,2,1,1,1,1,6,3,1,2,1,2,1,3,2,1,1,1,1,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
